ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,Longitude,Latitude
187,Le Sud-Ouest,Clifford,,boul. de la Vérendrye/rue Raudot,,,,orthophotographies,297838.03,5034438.05,-73.5890054278174,45.4498383470737
188,Le Sud-Ouest,des Métallos,,rue Jacques-Hertel/rue Mazzarin,,,,orthophotographies,296843.51,5035393.38,-73.6017353229602,45.4584242631163
189,Le Sud-Ouest,Garneau,,boul. Monk/rue du Parc-Garneau,,,,orthophotographies,297383.74,5035089.32,-73.5948231188930,45.4556941253771
190,Le Sud-Ouest,Springland,,rue Springland/boul. De La Vérendrye,,,,orthophotographies,298285.06,5034917.61,-73.5832967233019,45.4541579786506
191,LaSalle,Albert-Perras,,rue Perras/rue Jean-Chevalier,,,,orthophotographies,296051.29,5032771.09,-73.6118183619702,45.4348181093229
192,LaSalle,Boivin,,rue de Cabano/rue de Percé,,,,orthophotographies,294369.41,5031013.62,-73.6332774068654,45.4189804032321
193,LaSalle,Chevalier-De Lasalle,tennis,80e avenue/rue de Matane,,,,orthophotographies,293995.44,5031003.72,-73.6380555972055,45.4188856422998
194,LaSalle,Chevalier-De Lasalle,soccer,,,,localisation approx.,localisation approx.,293759.41,5031011.19,-73.6410716360680,45.4189491764593
195,LaSalle,Centre sportif Dollard St-Laurent,jeux d'eau,,,,localisation approx.,localisation approx.,294740.34,5031299.95,-73.6285436881101,45.4215623865836
196,LaSalle,Christophe-Colomb,jeux,rue David-Boyer/rue Réjane,,,,orthophotographies,294845.57,5032265.77,-73.6272185684087,45.4302548521999
197,LaSalle,Dalmany,jeux,rue Dalmany/avenue Stirling,,,,orthophotographies,292363.69,5032181.78,-73.6589350007125,45.4294593367135
198,LaSalle,Hayward,jeux,rue Hayward,,,localisation approx.,localisation approx.,293147.81,5031448.4,-73.6488966975097,45.4228735048442
199,LaSalle,Hébert,jeux,rue Beyries/66e avenue,,,localisation approx. / accès par la ruelle ?,localisation approx.,294883.01,5031086.94,-73.6267163484590,45.4196476449072
200,LaSalle,J.-D.-Ducharme,,rue rancourt/rue Daoust,,,,orthophotographies,295055.28,5031972.51,-73.6245326578798,45.4276188979357
201,LaSalle,Leduc,,rue Béique/rue Paquette,,,localisation approx.,localisation approx.,294421.61,5032020.41,-73.6326316324772,45.4280408115093
202,LaSalle,Jeannotte,jeux,rue Clément/rue Trudeau,,,,orthophotographies,293853.21,5032476.16,-73.6399056652547,45.4321332210644
203,LaSalle,Lacharité,softball,ave Latour/boul LaSalle,,,,orthophotographies,295140.7,5030701.39,-73.6234161119837,45.4161818615722
204,LaSalle,Lasalle-Nord,jeux,rue Chouinard/rue Lapierre,,,,orthophotographies,295603.69,5033082.97,-73.6175450084565,45.4376188232935
205,LaSalle,Lawrence,jeux,66e ave/rue Beyries,,,,orthophotographies,294899.52,5030912.86,-73.6265018911661,45.4180814126424
206,LaSalle,Lefebvre,jeux,rue Cordner/rue Hardy,,,,orthophotographies,294262.68,5033103.59,-73.6346858704910,45.4377854480139
207,LaSalle,Leroux,soccer,rue Centrale/ave Alepin,,,,orthophotographies,297340.53,5032701.78,-73.5953393982553,45.4342093635957
208,LaSalle,Leroux,jeux,rue Centrale/ave Alepin,,,,orthophotographies,297246.34,5032737.3,-73.5965437828214,45.4345279801040
209,LaSalle,Louis-Marie-Gagnon,jeux,rue des Oblats/rue Airlie,,,,orthophotographies,292688.44,5031803.23,-73.6547754286876,45.4260586476609
210,LaSalle,G.-Melatti,jeux,rue Melatti,,,,orthophotographies,296284.6,5032523.35,-73.6088321180635,45.4325916952546
211,LaSalle,Mohawk,,rue Dalmany/ave Highlands,,,,orthophotographies,292537.14,5032192.91,-73.6567186097983,45.4295625529705
212,LaSalle,Ouellette,baseball,rue Giguère,,,,orthophotographies,295242.48,5032626.29,-73.6221530305268,45.4335045364018
213,LaSalle,Ouellette,Piscine,rue Robert/rue Charbonneau,,,accès restreint,orthophotographies,295323.19,5032569.29,-73.6211203949660,45.4329927192033
214,LaSalle,Paul-Séguin,jeux,rue Raymond/30e ave,,,,orthophotographies,295938.88,5031631.39,-73.6132345770209,45.4245610706648
215,LaSalle,Raymond,soccer,boul. Bishop-Power/rue Centrale,,,,orthophotographies,296801.27,5031975.82,-73.6022198705110,45.4276708301280
216,LaSalle,Riverside,jeux,35e ave/ave Vachon,,,,orthophotographies,295964.66,5031092.18,-73.6128954691008,45.4197092936004
217,LaSalle,Riverside,mini-soccer,35e ave/ave Vachon,,,,orthophotographies,295882.97,5031186.57,-73.6139409870620,45.4205576296981
218,Outremont,Beaubien,jeux,ave Stuart/ave Saint-Viateur,,,,orthophotographies,296382.72,5041768.37,-73.6077364834767,45.5157838258671
219,Outremont,Beaubien,étang,ave Stuart/ave Saint-Viateur,,,,orthophotographies,296282.46,5041763.3,-73.6090196650693,45.5157369865025
220,Outremont,parc canin,,ave McEachran/ave du Manoir,,,,orthophotographies,295365.47,5042234.2,-73.6207656541679,45.5199625225131
221,Outremont,F.-X.-Garneau,,place Elmwood/ave Outremont,,,,orthophotographies,296598.14,5041853.27,-73.6049806530182,45.5165503567389
222,Outremont,John-F. Kennedy,Piscine,ave Ducharme/ave Wiseman,,,accès restreint,orthophotographies,295715,5042412.3,-73.6162948452321,45.5215697770223
223,Outremont,Joyce,jeux,ave Lajoie/ave Antonine-maillet,,,,orthophotographies,295789.34,5041713.79,-73.6153303978899,45.5152852780852
224,Outremont,Joyce,chalet,ave Lajoie/ave Antonine-maillet,,,,orthophotographies,295849.54,5041675.17,-73.6145591747501,45.5149385354707
225,Outremont,Joyce,tennis,ave Lajoie/ave Antonine-maillet,,,,orthophotographies,295828.78,5041698.01,-73.6148253046165,45.5151437919886
226,Outremont,d'Oakwood,tennis,ave Roskilde/ave Springgrove,,,,orthophotographies,296934.68,5041487.19,-73.6006672038924,45.5132601008522
227,Outremont,Pratt,étang,ave Van Horne/ave Dunlop,,,,orthophotographies,295454.06,5041656.92,-73.6196206633243,45.5147691263294
228,Outremont,Raoul-Dandurand,,ave Van Horne/boul Dollard,,,Parc Stanislas (dans BD ville),orthophotographies,295728.64,5042090.95,-73.6161142953500,45.5186783237126
229,Outremont,Saint-Viateur,jeux,ave Querbes/ave Bernard,,,,orthophotographies,296509.47,5042301.73,-73.6061231785313,45.5205847261625
230,Outremont,Saint-Viateur,tennis #3,ave Querbes/ave Bernard,,,accès restreint,orthophotographies,296492.98,5042332.05,-73.6063347728387,45.5208573609582
231,Outremont,Saint-Viateur,tennis #4,ave Querbes/ave Bernard,,,accès restreint,orthophotographies,296475.12,5042343.39,-73.6065635836433,45.5209591896189
232,Outremont,CCI,,ave McEachran/ave du Manoir,,,Centre Communautaire Intergénérationnel,orthophotographies,295418.66,5042238.63,-73.6200848877841,45.5200031031151
233,Plateau-Mont-Royal,des Açores (ou Hôtel-de-Ville),jeux,ave de l'Hôtel-de-Ville/rue Rachel Est,,,,,298592.36,5042162.19,-73.5794593451970,45.5193507480139
234,Plateau-Mont-Royal,Albert-Saint-Martin,jeux,rue Berri/rue De Bienville,,,,,298296.79,5042867.68,-73.5832520737098,45.5256963277821
235,Plateau-Mont-Royal,Alphonse-Télésphore-Lépine,,ave De Gaspé/ave Fairmount Est,,,,,297556.33,5042893.51,-73.5927315825684,45.5259214543915
236,Plateau-Mont-Royal,des Amériques,,boul Saint-Laurent/rue Rachel Est,,,,,298407.4,5042041.99,-73.5818253093539,45.5182674694248
237,Plateau-Mont-Royal,Baldwin,,rue Fullum/rue Marie-Anne Est,,,localisation approx.,localisation approx.,299636.36,5044081.49,-73.5661161238705,45.5366298617974
238,Plateau-Mont-Royal,Baldwin,,rue Fullum/rue Marie-Anne Est,,,localisation approx.,localisation approx.,299513.4,5044132.92,-73.5676910787635,45.5370917259121
239,Plateau-Mont-Royal,De Bullion,,rue De Bullion/rue Prince-Arthur Est,,,,orthophotographies,299176.16,5041778.11,-73.5719821586527,45.5158995961116
240,Plateau-Mont-Royal,des Compagnons-de-Saint-Laurent,,ave du Mont-Royal Est/rue Cartier,,,,orthophotographies,299088.8,5043765.81,-73.5731234880642,45.5337849827221
241,Plateau-Mont-Royal,Devonshire,,rue Sewell/ave des Pins Ouest,,,,orthophotographies,298845.98,5041644.63,-73.5762066620594,45.5146957480695
242,Plateau-Mont-Royal,Drolet / Rachel,,rue Drolet/rue Rachel Est,,,,orthophotographies,298550.93,5042425.63,-73.5799930181560,45.5217209147616
243,Plateau-Mont-Royal,Gilles-Lefebvre,jeux d'eau,ave Henri-Julien/ave du Mont-Royal Est,,,,orthophotographies,298215.56,5042605.74,-73.5842884338338,45.5233385278252
244,Plateau-Mont-Royal,Jean-Jacques-Olier,,rue Drolet/ave Duluth Est,,,,orthophotographies,298901.35,5042199.65,-73.5755046502770,45.5196905106462
245,Plateau-Mont-Royal,de la Bolduc,,rue Rachel Est/rue Rivard,,,,orthophotographies,298753.36,5042497.68,-73.5774026461476,45.5223710340807
246,Plateau-Mont-Royal,Lahaie,,ave Laurier Est/rue saint-Dominique,,,,orthophotographies,297618.64,5042600.23,-73.5919296087411,45.5232830529216
247,Plateau-Mont-Royal,Laval,,ave Laval/rue du Square-Saint-Louis,,,,orthophotographies,299176.24,5041892.17,-73.5719824432553,45.5169259544878
248,Plateau-Mont-Royal,Lhasa-de-Sela (Clark),,rue Clark/rue Saint-Urbain,,,,orthophotographies,296614.15,5043055.9,-73.6047958203969,45.5273722729354
249,Plateau-Mont-Royal,Louis-Reitman,,rue saint-Dominique/rue Roy Est,,,,orthophotographies,298867.17,5041789.34,-73.5759371986965,45.5159980875607
250,Plateau-Mont-Royal,du Portugal,,boul Saint-Laurent/rue Marie-Anne Est,,,,orthophotographies,298268.08,5042151.33,-73.5836100612599,45.5192500627160
260,Plateau-Mont-Royal,Saint-Pierre-Claver,,rue Fullum/rue Gilford,,,,orthophotographies,299043.35,5044416.59,-73.5737130584537,45.5396405676612
261,Plateau-Mont-Royal,Thérèse-Daviau (Roy/Rivard),,rue Roy Est/rue Rivard,,,,orthophotographies,299166.31,5042247.58,-73.5721136292920,45.5201239951802
262,Plateau-Mont-Royal,University Settlement,,rue Clark/rue Milton,,,,orthophotographies,299194.68,5041412.88,-73.5717409367901,45.5126132576154
263,Plateau-Mont-Royal,Palomino Brin D'Amour (Villeneuve),,ave Henri-Julien/rue Gilford,,,,orthophotographies,298098.68,5042684.6,-73.5857857095901,45.5240470268704
264,Rivière-des-Prairies–Pointe-aux-Trembles,Centre récréatif RDP,tennis,ave Fernand-Gauthier/boul Maurice-Duplessis,,,accès restreint,orthophotographies,297413.61,5054079.38,-73.5947277283662,45.6265737945856
265,Rivière-des-Prairies–Pointe-aux-Trembles,École Bosco-Ville,privé,10950 boul Perras,,,localisation approx. accès restreint/terrain privé,localisation approx.,301385.43,5058447.59,-73.5438212615417,45.6659107068590
266,Rivière-des-Prairies–Pointe-aux-Trembles,Jean-Jacques-Rousseau,Jardins communautaires,rue La Galissionnière/rue des Philosophes,,,Jardin commun. Les Arpents Verts/accès restreint,orthophotographies,300911.49,5057959.4,-73.5498997179818,45.6615153940499
267,Rivière-des-Prairies–Pointe-aux-Trembles,Jardin commun. Les Deux Sapins,Jardins communautaires,89e ave/boul Perras,,,accès restreint,orthophotographies,301723.08,5059203.33,-73.5394927761062,45.6727125600457
268,Rivière-des-Prairies–Pointe-aux-Trembles,Albéric-Bourgeois,,ave André-Ampère/25e ave,,,,orthophotographies,297802.1,5055260.25,-73.5897624542843,45.6372035396820
269,Rivière-des-Prairies–Pointe-aux-Trembles,André-Corbeil-Dit_Tranchemontagne,,boul Gouin Est/26e ave,,,,orthophotographies,297225.01,5056013.88,-73.5971765318649,45.6439787969703
270,Rivière-des-Prairies–Pointe-aux-Trembles,Armand-Bombardier,,ave Charles-Renard/ave Octave-Pelletier,,,,orthophotographies,297309.95,5055651.44,-73.5960812971405,45.6407184120555
271,Rivière-des-Prairies–Pointe-aux-Trembles,Cécile-Bérubé,,ave Élie-Beauregard/rue Joseph De Montenon,,,,orthophotographies,297143.71,5054944.64,-73.5982026870833,45.6343566679258
272,Rivière-des-Prairies–Pointe-aux-Trembles,Claudine-Vallerand,,27e ave/rue Pierre-Magnet,,,,orthophotographies,298253.28,5054644.92,-73.5839668805398,45.6316710700366
273,Rivière-des-Prairies–Pointe-aux-Trembles,Conrad-Poirier,,boul Perras/ave Salomon-Marion,,,localisation approx.,localisation approx.,297231.15,5055224.3,-73.5970854930095,45.6368740652190
274,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,,orthophotographies,297565.11,5054219.44,-73.5927868785874,45.6278356800796
275,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,boul Maurice-Duplessis/15e ave,,,,orthophotographies,297506.39,5054233.17,-73.5935401623173,45.6279586115232
276,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,localisation approx.,localisation approx.,297554.91,5054207.24,-73.5929175112119,45.6277257954617
277,Rivière-des-Prairies–Pointe-aux-Trembles,Dollard-Morin,,rue La Valinière/ave René-Descartes,,,localisation approx.,localisation approx.,297563.49,5054164.45,-73.5928068383731,45.6273408510092
278,Rivière-des-Prairies–Pointe-aux-Trembles,Alexis-Carrel (Don Bosco),,boul Perras/ave Alfred-Nobel,,,,orthophotographies,297888.96,5056066.52,-73.5886597395037,45.6444593895548
279,Rivière-des-Prairies–Pointe-aux-Trembles,du Moulin-du-Rapide,,rue de Clichy/58e ave,,,,orthophotographies,299185.11,5057811.58,-73.5720519518042,45.6601734597883
280,Rivière-des-Prairies–Pointe-aux-Trembles,Edmondo-Chiodini,,4e rue/60e ave,,,,orthophotographies,299711.48,5057336.56,-73.5652924509159,45.6559032049528
281,Rivière-des-Prairies–Pointe-aux-Trembles,Ernest-Rouleau,,boul Gouin Est/ave Ozias-Leduc,,,,orthophotographies,295743.68,5054620.9,-73.6161539886417,45.6314267412940
282,Rivière-des-Prairies–Pointe-aux-Trembles,Ferdinand-Biondi,,ave Auguste-Picard/ave Éli-Beauregard,,,,orthophotographies,297376.08,5054454.98,-73.5952147581020,45.6299531257986
283,Rivière-des-Prairies–Pointe-aux-Trembles,Gérard-Picard,,boul Rodolphe-Forget/ave Louis-Dessaules,,,,orthophotographies,298898.67,5056333.32,-73.5757097072896,45.6468694265539
284,Rivière-des-Prairies–Pointe-aux-Trembles,Gerry-Roufs,,boul Gouin Est/ave Pierre-Baillargeon,,,,orthophotographies,298030.1,5056778.13,-73.5868589931791,45.6508639831311
285,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Cardinal,,rue Jacques-Rousseau (tourne-bride),,,,orthophotographies,296564.81,5055062.02,-73.6056298657726,45.6354062534361
286,Rivière-des-Prairies–Pointe-aux-Trembles,Pasquale-Gatusso,,Place Gilles-Trottier,,,,orthophotographies,298879.52,5055142.91,-73.5759409148921,45.6361577123321
287,Rivière-des-Prairies–Pointe-aux-Trembles,Renée-Vautelet,,ave Pierre-Baillargeon/rue Albert-Chamberland,,,,orthophotographies,298186.32,5056707.07,-73.5848537001502,45.6502260782468
288,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Blanchet,,ave Philippe-Panneton/ave André-Ampère,,,,orthophotographies,296721.12,5054187.95,-73.6036104430683,45.6275430221672
289,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Dagenais-dis-Lépine,,boul Gouin Est/48e ave,,,,orthophotographies,298473.28,5057234.47,-73.5811788549883,45.6549743960093
290,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Perrault,,boul Gouin Est/ave Rita-Levi-Montalcini,,,,orthophotographies,297540.47,5056353.15,-73.5931346852597,45.6470349845320
291,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Valérien,,boul Perras/87e ave,,,,orthophotographies,301518.04,5058951.61,-73.5421227985137,45.6704466028730
292,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Marthe,,rue Jacques-Rousseau/ave Jean-Jalbot,,,localisation approx.,localisation approx.,297029.93,5055435.06,-73.5996698963546,45.6387683040063
293,Rivière-des-Prairies–Pointe-aux-Trembles,Samuel-Morse,,ave André-Dumas/ave André-Ampère,,,,orthophotographies,298158.31,5055423.63,-73.5851955617989,45.6386771653639
294,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Coron (Urgel-Charbonneau),,rue René-Lévesque/36e ave,,,,orthophotographies,304810.48,5057751.05,-73.4998655187484,45.6596515204152
295,Rivière-des-Prairies–Pointe-aux-Trembles,Gérard-Vaillancourt,,rue Ontario Est/47e ave,,,,orthophotographies,304673.22,5058592.02,-73.5016270830346,45.6672187053992
296,Rivière-des-Prairies–Pointe-aux-Trembles,Rodrigue-Gilbert Sud,,rue Joseph-Dargent/rue Joseph-Janot,,,localisation approx.,localisation approx.,304888.1,5056874.37,-73.4988696436189,45.6517629828106
297,Rivière-des-Prairies–Pointe-aux-Trembles,Pierre-Lacroix (Jardins commun.),Jardins communautaires,rue Parent/18e ave,,,accès restreint,orthophotographies,305158.75,5056263.7,-73.4953975516274,45.6462679653216
298,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu (Jardins commun.),Jardins communautaires,rue Forsyth/40e ave,,,accès restreint,orthophotographies,304451.6,5058194.18,-73.5044710490445,45.6636387962139
299,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goreti (Jardins commun.),Jardins communautaires,Ter. Sainte-Maria-Goreti/94e ave,,,accès restreint,orthophotographies,306171.31,5062008.15,-73.4823910915763,45.6979561971675
300,Rivière-des-Prairies–Pointe-aux-Trembles,Parc-école Notre-Dame,,rue Notre-Dame Est/57e ave,,,,orthophotographies,305287.02,5059240.66,-73.4937489797824,45.6730551163016
301,Rivière-des-Prairies–Pointe-aux-Trembles,Beausoleil,,rue Beausoleil/rue Beaudoin,,,,orthophotographies,305381.7,5060631.4,-73.4925320743857,45.6855691322943
302,Rivière-des-Prairies–Pointe-aux-Trembles,des Bouleaux,,rue des Bouleaux/rue Reeves,,,,orthophotographies,304732.16,5056402.67,-73.5008703471647,45.6475185349384
303,Rivière-des-Prairies–Pointe-aux-Trembles,de la Rivière,,rue Pierre-Mercure/rue Napoléon-Brisebois,,,,orthophotographies,305475.33,5062143.69,-73.4913279397998,45.6991768303512
304,Rivière-des-Prairies–Pointe-aux-Trembles,du Bout-de-L'île,,rue Bureau (tourne-bride),,,localisation approx.,localisation approx.,306495.87,5062481.84,-73.4782217819081,45.7022177972606
305,Rivière-des-Prairies–Pointe-aux-Trembles,Clémentine-De la Rousselière,,rue Notre-Dame Est/boul De La Rousselière,,,,orthophotographies,305267.71,5058703.18,-73.4939973453372,45.6682187958388
306,Rivière-des-Prairies–Pointe-aux-Trembles,du Colombier,,rue du Colombier,,,,orthophotographies,305255.6,5056568.26,-73.4941547659083,45.6490084007415
307,Rivière-des-Prairies–Pointe-aux-Trembles,Daniel-Johnson,,boul du Tricentenaire/rue Joseph-Dargent,,,,orthophotographies,304810.48,5056697.17,-73.4998655414445,45.6501685079520
308,Rivière-des-Prairies–Pointe-aux-Trembles,des Épinettes,,rue des Épinettes/rue des Bois-Francs,,,,orthophotographies,304223.09,5056575.66,-73.5074016198203,45.6490748971834
309,Rivière-des-Prairies–Pointe-aux-Trembles,François-La Bernarde,,place François-La Bernarde/rue Antoine-Chaudillon,,,,orthophotographies,305571.23,5061326.17,-73.4900977653473,45.6918205825659
310,Rivière-des-Prairies–Pointe-aux-Trembles,François-Vaillancourt,,rue René-Lévesque/31e ave,,,localisation approx.,localisation approx.,304740.65,5057334.61,-73.5007615391156,45.6559043136076
311,Rivière-des-Prairies–Pointe-aux-Trembles,de Montmartre,,rue De Montigny/60e ave,,,,orthophotographies,304999.39,5059548.03,-73.4974406547523,45.6758210228070
312,Rivière-des-Prairies–Pointe-aux-Trembles,Richelieu,,rue Forsyth/40e ave,,,,orthophotographies,304414.25,5058182.5,-73.5049503557438,45.6635336777520
313,Rivière-des-Prairies–Pointe-aux-Trembles,Rosaire-Prieur (Prince-Albert),,rue Prince-Albert/8e ave,,,,orthophotographies,305397.83,5055439.65,-73.4923313762802,45.6388528260918
314,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Georges,,place Saint-Georges,,,,orthophotographies,305404.06,5057166.65,-73.4922493185835,45.6543927173063
315,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Jean-Baptiste,,boul Saint-Jean-Baptiste/rue René-Lévesque,,,,orthophotographies,304761.14,5055686.57,-73.5004984937151,45.6410749212930
316,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,300044.95,5057888.52,-73.5610189860566,45.6608722053241
317,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,299910.65,5058024.55,-73.5627437515313,45.6620952934889
318,Rivière-des-Prairies–Pointe-aux-Trembles,Saint-Joseph,,boul Gouin Est/68e ave,,,,orthophotographies,299907.84,5058053.38,-73.5627801014470,45.6623546910069
319,Rivière-des-Prairies–Pointe-aux-Trembles,Maria-Goretti,,rue Notre-Dame Est/85e ave,,,,orthophotographies,305761.51,5061305.65,-73.4876546992836,45.6916357030358
320,Rivière-des-Prairies–Pointe-aux-Trembles,Yves-Thériault / Sherbrooke,,ave Yves-Thériault/rue Thérèse-Giroux,,,,orthophotographies,304515.32,5059963,-73.5036543601290,45.6795549569747
321,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305184.31,5060501.17,-73.4950662909077,45.6843974417520
322,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305197.73,5060500.7,-73.4948940075222,45.6843932050549
323,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305185.73,5060490.11,-73.4950480699597,45.6842979214975
324,Rivière-des-Prairies–Pointe-aux-Trembles,Polyvalente Pointe-aux-Trembles,,rue Sherbrooke Est/rue Damien-Gauthier,,,localisation approx.,localisation approx.,305198.67,5060491.29,-73.4948819476775,45.6843085319858
325,Rivière-des-Prairies–Pointe-aux-Trembles,Victoria-Girard,,rue Forsyth/rue Jean-Leduc,,,localisation approx.,localisation approx.,304233.62,5057189.24,-73.5072672364081,45.6545960182082
326,Rivière-des-Prairies–Pointe-aux-Trembles,Place du Village,,rue Notre-Dame Est/boul Saint-Jean-Baptiste,,,localisation approx.,localisation approx.,305645.88,5055542.62,-73.4891493529637,45.6397791143472
327,Rivière-des-Prairies–Pointe-aux-Trembles,Rampe de mise à l'eau,,rue Notre-Dame Est/36e ave,,,,orthophotographies,305552.02,5057685.59,-73.4903500448747,45.6590620918888
328,Rivière-des-Prairies–Pointe-aux-Trembles,Francesco-Lacurto,,rue Maude-Abbott/rue Charlotte-Tassé,,,,orthophotographies,297291.98,5053906.55,-73.5962849236484,45.6250173275932
329,Rivière-des-Prairies–Pointe-aux-Trembles,Perh-Kalm,,ave Rolland-Germain/rue Marcel-Raymond,,,,orthophotographies,300776.16,5058196.67,-73.5516383166077,45.6636496191226
330,Rivière-des-Prairies–Pointe-aux-Trembles,René-Masson,,boul Rodolphe-Forget/boul Perras,,,,orthophotographies,298660.35,5056906.72,-73.5787744063546,45.6520269216699
331,Rivière-des-Prairies–Pointe-aux-Trembles,des Pins,,42e ave/rue Cherrier,,,,orthophotographies,303503.27,5058519.67,-73.5166419220824,45.6665664872244
332,Rivière-des-Prairies–Pointe-aux-Trembles,Marie-Claire-Daveluy,,ave Jean-Yves-Bigras/ave Louis-Dessaules,,,,orthophotographies,299446.45,5056654.1,-73.5686856273730,45.6497603082497
333,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,localisation approx.,297758.91,5045994.13,-73.5901828013251,45.5538240277343
334,Rosemont–La Petite-Patrie,Beaubien,,rue Beaubien Est/6e ave,,,localisation approx.,localisation approx.,297774.55,5045990.22,-73.5899824271494,45.5537890021944
335,Rosemont–La Petite-Patrie,Bélanger/Chateaubriand,,reu Bélanger/ave De Chateaubriand,,,,orthophotographies,296178.21,5044268.7,-73.6103980942254,45.5382802355238
336,Rosemont–La Petite-Patrie,Carmela-Galardo-Frascarelli,,rue Drolet/rue Bélanger,,,,orthophotographies,296030.3,5044053.19,-73.6122881509997,45.5363391532123
337,Rosemont–La Petite-Patrie,des Carrières,,rue des Carrières/rue Boyer,,,,orthophotographies,297510.28,5043746.14,-73.5933337903976,45.5335932596698
338,Rosemont–La Petite-Patrie,de la Cité-Jardin,,boul Rosemont/ave des Épinettes,,,localisation approx.,localisation approx.,299971.7,5047937.37,-73.5618604308963,45.5713288024950
339,Rosemont–La Petite-Patrie,Dante,,rue Dante/ave De Gaspé,,,,orthophotographies,296064.58,5043832.45,-73.6118452895708,45.5343532853950
340,Rosemont–La Petite-Patrie,De Gaspé,,ave De Gaspé/rue Saint-Zotique Est,,,,orthophotographies,296268.16,5043694.32,-73.6092363202975,45.5331128635227
341,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,,orthophotographies,298533.93,5046741.81,-73.5802658762942,45.5605593085642
342,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,,orthophotographies,298574.73,5046727.85,-73.5797430672580,45.5604340578906
343,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298536.78,5046645.61,-73.5802281369770,45.5596936947573
344,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298585.63,5046628,-73.5796021742768,45.5595356718738
345,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298518.73,5046611.28,-73.5804589056530,45.5593846194073
346,Rosemont–La Petite-Patrie,Étienne-Desmarteau,,rue Beaubien Est/20e ave,,,localisation approx.,localisation approx.,298569.78,5046587.96,-73.5798046925694,45.5591752369886
347,Rosemont–La Petite-Patrie,Guglielmo-Marconi (Jean-Talon/Saint-Laurent),,boul Saint-Laurent/rue Jean-Talon Est,,,,orthophotographies,295607.38,5043882.07,-73.6177000391677,45.5347939026664
348,Rosemont–La Petite-Patrie,Guido-Nincheri,,rue Sherbrooke Est/boul Pie-IX,,,localisation approx.,localisation approx.,300503.29,5046033.34,-73.5550329452937,45.5541991942267
349,Rosemont–La Petite-Patrie,Place Hector-Prud'homme,,rue Saint-Hubert/rue de Bellechasse,,,,orthophotographies,297015.6,5043883.2,-73.5996695855457,45.5348212254720
350,Rosemont–La Petite-Patrie,Henri-Valade,,place Henri-Valade/boul Saint-Joseph Est,,,,orthophotographies,299482.87,5045404.34,-73.5680958032691,45.5485321897072
351,Rosemont–La Petite-Patrie,Idola-Saint-Jean,,boul Rosemont/18e ave,,,,orthophotographies,298778.19,5046429.53,-73.5771331604392,45.5577514646343
352,Rosemont–La Petite-Patrie,J.-Arthur-Champagne,,ave du Mont-Royal Est/rue Henri-Deslongchamps,,,,orthophotographies,300015.36,5045769.94,-73.5612798510165,45.5518258482451
353,Rosemont–La Petite-Patrie,Jean-Duceppe,,rue William-Tremblay/rue André-Laurendeau,,,,orthophotographies,299753.65,5044798.52,-73.5646217144162,45.5430828197083
